timestamp,temperature,windspeed
2025-11-11 17:44:58.729793,21.9,4.0
2025-11-11 17:45:56.306582,21.4,3.9
2025-11-11 17:52:14.545418,21.4,3.9
2025-11-11 17:52:23.413213,21.4,3.9
